datetime;open;high;low;close;volume
2026-02-09 08:00:00;24859.390625;24897.30078125;24858.7109375;24882.2109375;0
2026-02-09 08:05:00;24882.900390625;24905.23046875;24875.75;24897.310546875;0
2026-02-09 08:10:00;24898.630859375;24935.7109375;24898.259765625;24935.259765625;0
2026-02-09 08:15:00;24935.259765625;24940.509765625;24916.58984375;24919.55078125;0
2026-02-09 08:20:00;24919.55078125;24922;24878.990234375;24879.400390625;0
2026-02-09 08:25:00;24879.380859375;24879.380859375;24848.029296875;24849.669921875;0
2026-02-09 08:30:00;24850.060546875;24856.400390625;24833.490234375;24851.109375;0
2026-02-09 08:35:00;24851.23046875;24882.919921875;24849.939453125;24872.240234375;0
2026-02-09 08:40:00;24870.779296875;24875.650390625;24854.640625;24861.310546875;0
2026-02-09 08:45:00;24861.390625;24867.759765625;24846.529296875;24846.529296875;0
2026-02-09 08:50:00;24847.619140625;24848.099609375;24835.05078125;24840.259765625;0
2026-02-09 08:55:00;24840.80078125;24842.140625;24815.91015625;24821.5390625;0
2026-02-09 09:00:00;24821.5390625;24824.130859375;24803.060546875;24812.470703125;0
2026-02-09 09:05:00;24812;24834.490234375;24810.169921875;24834.44921875;0
2026-02-09 09:10:00;24834.44921875;24837.5390625;24820.25;24827.119140625;0
2026-02-09 09:15:00;24827.119140625;24829.400390625;24805.859375;24805.859375;0
2026-02-09 09:20:00;24805.859375;24806.919921875;24788.900390625;24790.6796875;0
2026-02-09 09:25:00;24790.6796875;24805.4296875;24780.640625;24803;0
2026-02-09 09:30:00;24803;24813.6796875;24802.720703125;24808.4609375;0
2026-02-09 09:35:00;24809.650390625;24823.2890625;24805.58984375;24823.2890625;0
2026-02-09 09:40:00;24823.2890625;24841.970703125;24819.01953125;24841.970703125;0
2026-02-09 09:45:00;24842.30078125;24842.30078125;24821.01953125;24821.01953125;0
2026-02-09 09:50:00;24821.01953125;24828.80078125;24815.0390625;24817.41015625;0
2026-02-09 09:55:00;24817.41015625;24819.490234375;24797.2109375;24800.169921875;0
2026-02-09 10:00:00;24800.029296875;24800.919921875;24784.849609375;24785.41015625;0
2026-02-09 10:05:00;24784.689453125;24801.9609375;24781.599609375;24795.2890625;0
2026-02-09 10:10:00;24795.2109375;24796.240234375;24784.810546875;24788.51953125;0
2026-02-09 10:15:00;24786.380859375;24786.380859375;24753.1796875;24760.580078125;0
2026-02-09 10:20:00;24760.580078125;24763.91015625;24750.990234375;24751.58984375;0
2026-02-09 10:25:00;24751.0390625;24768.98046875;24750.310546875;24754.439453125;0
2026-02-09 10:30:00;24754.4609375;24756.169921875;24735.73046875;24736.740234375;0
2026-02-09 10:35:00;24736.740234375;24742;24725.599609375;24725.599609375;0
2026-02-09 10:40:00;24725.609375;24735.279296875;24714.890625;24735.279296875;0
2026-02-09 10:45:00;24735.390625;24752.580078125;24735.390625;24744.08984375;0
2026-02-09 10:50:00;24744.08984375;24755.830078125;24743.80078125;24751.83984375;0
2026-02-09 10:55:00;24751.98046875;24769.560546875;24751.119140625;24767.779296875;0
2026-02-09 11:00:00;24767.779296875;24771.029296875;24763.380859375;24765.5;0
2026-02-09 11:05:00;24765.970703125;24773.619140625;24754.19921875;24773.619140625;0
2026-02-09 11:10:00;24773.619140625;24784.310546875;24770.650390625;24778.66015625;0
2026-02-09 11:15:00;24778.75;24783.830078125;24776.26953125;24776.740234375;0
2026-02-09 11:20:00;24776.83984375;24782.650390625;24775.76953125;24777.830078125;0
