datetime;open;high;low;close;volume
2026-02-12 08:00:00;25060.80078125;25099.9296875;25037.7890625;25099.9296875;0
2026-02-12 08:05:00;25097.75;25140.099609375;25092.66015625;25129.369140625;0
2026-02-12 08:10:00;25129.900390625;25142.890625;25113.759765625;25128.01953125;0
2026-02-12 08:15:00;25130.720703125;25135.359375;25100.26953125;25101.580078125;0
2026-02-12 08:20:00;25102.6796875;25105.4609375;25079.83984375;25085.48046875;0
2026-02-12 08:25:00;25085.98046875;25097.849609375;25072.4609375;25086.6796875;0
2026-02-12 08:30:00;25086.1796875;25092.080078125;25045.33984375;25053.359375;0
2026-02-12 08:35:00;25054.55078125;25068.599609375;25053.5;25060.830078125;0
2026-02-12 08:40:00;25060.7890625;25091.439453125;25060.76953125;25075.2109375;0
2026-02-12 08:45:00;25075.130859375;25082.109375;25062.30078125;25078.669921875;0
2026-02-12 08:50:00;25078.7890625;25096.58984375;25065.279296875;25091.890625;0
2026-02-12 08:55:00;25092.19921875;25132.390625;25092.169921875;25130.859375;0
2026-02-12 09:00:00;25130.859375;25161.130859375;25130.859375;25161.130859375;0
2026-02-12 09:05:00;25161.01953125;25164.859375;25150.25;25154.400390625;0
2026-02-12 09:10:00;25154.470703125;25177.6796875;25154.470703125;25177.6796875;0
2026-02-12 09:15:00;25178.900390625;25195.76953125;25171.30078125;25194.369140625;0
2026-02-12 09:20:00;25193.599609375;25193.599609375;25168.609375;25173;0
2026-02-12 09:25:00;25173;25179.2109375;25167.75;25177.859375;0
2026-02-12 09:30:00;25176.859375;25179.810546875;25162.220703125;25178.650390625;0
2026-02-12 09:35:00;25178.279296875;25185.240234375;25170.029296875;25175.76953125;0
2026-02-12 09:40:00;25175.580078125;25179.25;25153.970703125;25154.859375;0
2026-02-12 09:45:00;25155.119140625;25165.009765625;25146.669921875;25163.9296875;0
2026-02-12 09:50:00;25163.890625;25181.150390625;25163.890625;25179.130859375;0
2026-02-12 09:55:00;25179.130859375;25197.830078125;25179.060546875;25186.7109375;0
2026-02-12 10:00:00;25187.599609375;25200.7109375;25178.73046875;25200.23046875;0
2026-02-12 10:05:00;25199.990234375;25215.9296875;25197.69921875;25206.76953125;0
2026-02-12 10:10:00;25206.76953125;25207.08984375;25163.669921875;25171.349609375;0
2026-02-12 10:15:00;25171.16015625;25182.91015625;25167.109375;25178.939453125;0
2026-02-12 10:20:00;25178.849609375;25178.849609375;25164.8203125;25169.8203125;0
2026-02-12 10:35:00;25186.05078125;25187.279296875;25175.859375;25179.880859375;0
2026-02-12 10:40:00;25179.6796875;25196.390625;25179.6796875;25188.08984375;0
2026-02-12 10:45:00;25191.69921875;25199.6796875;25178.23046875;25183.01953125;0
2026-02-12 10:50:00;25181.470703125;25192.98046875;25181.1796875;25191.6796875;0
2026-02-12 10:55:00;25191.6796875;25196.69921875;25185.6796875;25196.099609375;0
2026-02-12 11:00:00;25196.640625;25201.560546875;25190.6796875;25190.740234375;0
2026-02-12 11:05:00;25190.830078125;25196.19921875;25184.98046875;25187.669921875;0
2026-02-12 11:10:00;25187.439453125;25221.23046875;25187.380859375;25213.58984375;0
2026-02-12 11:15:00;25210.900390625;25214.83984375;25199.630859375;25208.7109375;0
2026-02-12 11:20:00;25208.7109375;25210.44921875;25192.029296875;25197.490234375;0
