datetime;open;high;low;close;volume
2026-02-26 08:00:00;25095.859375;25118.98046875;25093.25;25100.509765625;0
2026-02-26 08:05:00;25100.23046875;25132.490234375;25100.23046875;25111.509765625;0
2026-02-26 08:10:00;25109.83984375;25144.01953125;25102.470703125;25102.689453125;0
2026-02-26 08:15:00;25102.529296875;25147.400390625;25088.490234375;25144.4296875;0
2026-02-26 08:20:00;25145.609375;25171.189453125;25116.630859375;25119.349609375;0
2026-02-26 08:25:00;25118.5;25154.80078125;25118.5;25144.80078125;0
2026-02-26 08:30:00;25144.98046875;25152.390625;25115.1796875;25134.279296875;0
2026-02-26 08:35:00;25134.310546875;25156.150390625;25129.30078125;25134.560546875;0
2026-02-26 08:40:00;25131.58984375;25132.91015625;25119.1796875;25120.849609375;0
2026-02-26 08:45:00;25121.580078125;25123.0703125;25103.05078125;25109.400390625;0
2026-02-26 08:50:00;25108.6796875;25115.05078125;25102.310546875;25103.900390625;0
2026-02-26 08:55:00;25104;25146.8203125;25104;25144.619140625;0
2026-02-26 09:00:00;25145.16015625;25154.30078125;25140.83984375;25146.609375;0
2026-02-26 09:05:00;25145.55078125;25152.419921875;25126.5703125;25126.830078125;0
2026-02-26 09:10:00;25126.580078125;25128.4609375;25112.2109375;25121.55078125;0
2026-02-26 09:15:00;25121.9609375;25148.44921875;25121.740234375;25141.470703125;0
2026-02-26 09:20:00;25142.9296875;25145.099609375;25126.810546875;25133.8203125;0
2026-02-26 09:25:00;25133.8203125;25146.990234375;25129.439453125;25144.69921875;0
2026-02-26 09:30:00;25144.130859375;25184.05078125;25143.279296875;25184.05078125;0
2026-02-26 09:35:00;25184.5390625;25198.44921875;25183.259765625;25192.279296875;0
2026-02-26 09:40:00;25192.26953125;25201.19921875;25185.91015625;25199.2890625;0
2026-02-26 09:45:00;25199.2890625;25213.9609375;25198.5703125;25212.01953125;0
2026-02-26 09:50:00;25211.91015625;25211.970703125;25189.26953125;25189.890625;0
2026-02-26 09:55:00;25189.890625;25197.099609375;25187.08984375;25194.609375;0
2026-02-26 10:00:00;25194.609375;25197.51953125;25177.41015625;25181.359375;0
2026-02-26 10:05:00;25181.359375;25202.830078125;25176.939453125;25201.66015625;0
2026-02-26 10:10:00;25201.990234375;25201.990234375;25188.16015625;25190.9609375;0
2026-02-26 10:15:00;25190.849609375;25195.890625;25175.599609375;25175.970703125;0
2026-02-26 10:20:00;25177.080078125;25199.439453125;25175.830078125;25198.66015625;0
2026-02-26 10:25:00;25198.66015625;25212.400390625;25195.109375;25211.83984375;0
2026-02-26 10:30:00;25211.310546875;25237.16015625;25210.30078125;25236;0
2026-02-26 10:35:00;25236;25252.470703125;25231.4296875;25252.380859375;0
2026-02-26 10:40:00;25252.380859375;25258.560546875;25249.08984375;25256.779296875;0
2026-02-26 10:45:00;25257.009765625;25259.23046875;25243.16015625;25250.990234375;0
2026-02-26 10:50:00;25250.640625;25250.640625;25233.630859375;25233.630859375;0
2026-02-26 10:55:00;25233.630859375;25239.400390625;25229.69921875;25236.240234375;0
2026-02-26 11:00:00;25236.240234375;25241.4296875;25228.669921875;25241.4296875;0
2026-02-26 11:05:00;25241.4296875;25248.51953125;25240.16015625;25246.619140625;0
2026-02-26 11:10:00;25246.619140625;25250.359375;25239.640625;25242.689453125;0
2026-02-26 11:15:00;25242.689453125;25250.9609375;25241.1796875;25242.099609375;0
2026-02-26 11:20:00;25242.099609375;25251.130859375;25232.740234375;25249.16015625;0
2026-02-26 11:25:00;25248.869140625;25265.779296875;25248.869140625;25258.349609375;0
2026-02-26 11:30:00;25257.2890625;25274.259765625;25256.220703125;25272.83984375;0
2026-02-26 11:35:00;25272.83984375;25280.279296875;25272.16015625;25278.30078125;0
2026-02-26 11:40:00;25278.30078125;25290.810546875;25278.0703125;25286.810546875;0
2026-02-26 11:45:00;25287.419921875;25287.970703125;25275.029296875;25278;0
2026-02-26 11:50:00;25277.73046875;25283.30078125;25271.869140625;25277.3203125;0
2026-02-26 11:55:00;25277.55078125;25292.7890625;25275.619140625;25286.01953125;0
2026-02-26 12:00:00;25286.01953125;25304.080078125;25285.849609375;25295.220703125;0
2026-02-26 12:05:00;25295.51953125;25299.189453125;25288.939453125;25298.33984375;0
2026-02-26 12:10:00;25298.259765625;25299.779296875;25290.830078125;25291.240234375;0
2026-02-26 12:15:00;25291.240234375;25299.869140625;25282.7890625;25282.859375;0
2026-02-26 12:20:00;25282.759765625;25295.48046875;25282.759765625;25293.599609375;0
2026-02-26 12:25:00;25293.599609375;25301.8203125;25291.689453125;25297.349609375;0
2026-02-26 12:30:00;25299.0703125;25301.919921875;25286.810546875;25287.279296875;0
2026-02-26 12:35:00;25287.650390625;25289.439453125;25277.369140625;25279.630859375;0
2026-02-26 12:40:00;25279.630859375;25279.720703125;25269.44921875;25274.130859375;0
2026-02-26 12:45:00;25274.390625;25283.619140625;25273.009765625;25276.060546875;0
