datetime;open;high;low;close;volume
2026-01-29 08:00:00;24697.380859375;24697.380859375;24600.150390625;24603.25;0
2026-01-29 08:05:00;24606.0390625;24637.01953125;24588.619140625;24632.970703125;0
2026-01-29 08:10:00;24633.1796875;24682.98046875;24631.529296875;24673.310546875;0
2026-01-29 08:15:00;24673.689453125;24754.529296875;24673.689453125;24752.259765625;0
2026-01-29 08:20:00;24753.599609375;24758.73046875;24732.240234375;24745.939453125;0
2026-01-29 08:25:00;24747.5703125;24753.76953125;24704.310546875;24729.619140625;0
2026-01-29 08:30:00;24731.169921875;24736.759765625;24710;24721.669921875;0
2026-01-29 08:35:00;24721.119140625;24727.76953125;24685.7109375;24700.689453125;0
2026-01-29 08:40:00;24700.779296875;24705.119140625;24651.359375;24668.4296875;0
2026-01-29 08:45:00;24669.349609375;24676.099609375;24638.890625;24638.890625;0
2026-01-29 08:50:00;24638.98046875;24638.98046875;24615.859375;24624.41015625;0
2026-01-29 08:55:00;24624.51953125;24640.380859375;24608.9609375;24632.060546875;0
2026-01-29 09:00:00;24630.349609375;24657.060546875;24618.919921875;24647.560546875;0
2026-01-29 09:05:00;24647.150390625;24651.1796875;24627.859375;24636.240234375;0
2026-01-29 09:10:00;24636.55078125;24657.130859375;24627.599609375;24656.220703125;0
2026-01-29 09:15:00;24656.220703125;24664.169921875;24632.44921875;24641.390625;0
2026-01-29 09:20:00;24641.390625;24655.779296875;24635.720703125;24655.0390625;0
2026-01-29 09:25:00;24655.0390625;24660.580078125;24588.33984375;24591;0
2026-01-29 09:30:00;24591.25;24603.7890625;24582.83984375;24597.69921875;0
2026-01-29 09:35:00;24599.23046875;24605.4609375;24590.26953125;24601.400390625;0
2026-01-29 09:40:00;24601.7109375;24612.94921875;24589.30078125;24595.189453125;0
2026-01-29 09:45:00;24593.48046875;24598.0703125;24546.140625;24546.140625;0
2026-01-29 09:50:00;24547.359375;24553.19921875;24522.060546875;24542.359375;0
2026-01-29 09:55:00;24542.669921875;24548.5;24529.029296875;24532.51953125;0
2026-01-29 10:00:00;24532.880859375;24554.279296875;24532.19921875;24535.1796875;0
2026-01-29 10:05:00;24535.1796875;24548.279296875;24530.26953125;24541.009765625;0
2026-01-29 10:10:00;24542.580078125;24556.140625;24541.41015625;24551.51953125;0
2026-01-29 10:15:00;24551.220703125;24568.5703125;24546.6796875;24566.869140625;0
2026-01-29 10:20:00;24566.869140625;24577.05078125;24549.330078125;24574.26953125;0
2026-01-29 10:25:00;24574.580078125;24591.970703125;24556;24560.66015625;0
2026-01-29 10:30:00;24561.580078125;24578.7109375;24546.990234375;24577.109375;0
2026-01-29 10:35:00;24577.240234375;24584.76953125;24559.669921875;24563.91015625;0
2026-01-29 10:40:00;24563.599609375;24570.630859375;24538.76953125;24539.7890625;0
2026-01-29 10:45:00;24540.720703125;24545.83984375;24526.9609375;24541.630859375;0
2026-01-29 10:50:00;24541.009765625;24563.150390625;24539.6796875;24539.6796875;0
2026-01-29 10:55:00;24540.2890625;24541.51953125;24506.109375;24510.849609375;0
2026-01-29 11:00:00;24511.220703125;24530.810546875;24503.150390625;24526.359375;0
2026-01-29 11:05:00;24526.05078125;24559.08984375;24523.869140625;24550.830078125;0
2026-01-29 11:10:00;24552.98046875;24579.83984375;24551.80078125;24571.919921875;0
2026-01-29 11:15:00;24572.30078125;24593.849609375;24565.150390625;24585.390625;0
2026-01-29 11:20:00;24584.470703125;24613.55078125;24583.30078125;24604.349609375;0
2026-01-29 11:25:00;24604.0390625;24615.4609375;24602.7890625;24609.599609375;0
2026-01-29 11:30:00;24608.6796875;24614.419921875;24591.109375;24591.109375;0
2026-01-29 11:35:00;24591.109375;24600.66015625;24588.060546875;24598.720703125;0
