datetime;open;high;low;close;volume
2026-01-27 08:00:00;25008.029296875;25013.380859375;24999.650390625;25008.599609375;0
2026-01-27 08:05:00;25009.099609375;25020.220703125;24978.7109375;24987.9296875;0
2026-01-27 08:10:00;24987.55078125;24998.279296875;24981.01953125;24989.259765625;0
2026-01-27 08:15:00;24989.16015625;24998.880859375;24976.359375;24978.830078125;0
2026-01-27 08:20:00;24979.490234375;24985.740234375;24953.51953125;24954.73046875;0
2026-01-27 08:25:00;24955.94921875;24967.44921875;24953.66015625;24958.640625;0
2026-01-27 08:30:00;24958.640625;24968.0703125;24924.7109375;24924.7109375;0
2026-01-27 08:35:00;24925.66015625;24926.51953125;24907.41015625;24918.060546875;0
2026-01-27 08:40:00;24918.05078125;24929.349609375;24913.529296875;24926.939453125;0
2026-01-27 08:45:00;24926.939453125;24931.990234375;24917.369140625;24931.990234375;0
2026-01-27 08:50:00;24931.990234375;24933.0703125;24918.2109375;24919.869140625;0
2026-01-27 08:55:00;24919.869140625;24920.1796875;24908.810546875;24915.470703125;0
2026-01-27 09:00:00;24914.33984375;24914.76953125;24902.740234375;24910.580078125;0
2026-01-27 09:05:00;24910.580078125;24910.94921875;24878.919921875;24885.349609375;0
2026-01-27 09:10:00;24885.470703125;24885.919921875;24861.26953125;24869.30078125;0
2026-01-27 09:15:00;24869.560546875;24892.91015625;24869.560546875;24887.9296875;0
2026-01-27 09:20:00;24888.08984375;24898;24887.890625;24894.919921875;0
2026-01-27 09:25:00;24894.619140625;24897.01953125;24878.75;24890.91015625;0
2026-01-27 09:30:00;24889.990234375;24896.2890625;24883.580078125;24887.810546875;0
2026-01-27 09:35:00;24887.810546875;24910.109375;24887.009765625;24910.109375;0
2026-01-27 09:40:00;24910.30078125;24913.5703125;24906.6796875;24913.060546875;0
2026-01-27 09:45:00;24913.16015625;24917.16015625;24896.9296875;24898.349609375;0
2026-01-27 09:50:00;24898.349609375;24905.66015625;24890.619140625;24896.220703125;0
2026-01-27 09:55:00;24896.220703125;24901.7109375;24891.2890625;24895.859375;0
2026-01-27 10:00:00;24895.859375;24917.009765625;24893.6796875;24916.91015625;0
2026-01-27 10:05:00;24916.91015625;24918.669921875;24908.080078125;24908.390625;0
2026-01-27 10:10:00;24909.0703125;24910.51953125;24903.26953125;24910;0
2026-01-27 10:15:00;24910;24920.5390625;24910;24917.880859375;0
2026-01-27 10:20:00;24917.4296875;24919.66015625;24911.8203125;24911.94921875;0
2026-01-27 10:25:00;24911.94921875;24920.5390625;24911.869140625;24920.259765625;0
2026-01-27 10:30:00;24920.259765625;24924.0390625;24916.669921875;24920.029296875;0
2026-01-27 10:35:00;24920.029296875;24922.58984375;24915.41015625;24916.75;0
2026-01-27 10:40:00;24917.419921875;24928.189453125;24917.419921875;24926.6796875;0
2026-01-27 10:45:00;24925.9296875;24926.759765625;24920.849609375;24926.109375;0
2026-01-27 10:50:00;24925.650390625;24934.23046875;24922.94921875;24923.69921875;0
2026-01-27 10:55:00;24923.69921875;24926.1796875;24912.060546875;24912.470703125;0
2026-01-27 11:00:00;24912.470703125;24917.26953125;24907.33984375;24909.98046875;0
2026-01-27 11:05:00;24909.98046875;24911.08984375;24906.029296875;24908.349609375;0
2026-01-27 11:10:00;24908.51953125;24910.359375;24901.140625;24909.849609375;0
2026-01-27 11:15:00;24909.849609375;24918.099609375;24906.94921875;24913.900390625;0
2026-01-27 11:20:00;24913.900390625;24921.51953125;24913.619140625;24919.720703125;0
2026-01-27 11:25:00;24919.720703125;24930.140625;24915.94921875;24930.140625;0
2026-01-27 11:30:00;24930.140625;24947.380859375;24930.140625;24947.240234375;0
2026-01-27 11:35:00;24947.240234375;24954.2890625;24946.80078125;24951.0703125;0
2026-01-27 11:40:00;24951.0703125;24963.439453125;24951.01953125;24959.689453125;0
2026-01-27 11:45:00;24959.689453125;24962.0703125;24951.810546875;24952.900390625;0
2026-01-27 11:50:00;24952.900390625;24954.880859375;24935.189453125;24937.830078125;0
2026-01-27 11:55:00;24937.830078125;24942.720703125;24933.380859375;24935.890625;0
2026-01-27 12:00:00;24935.890625;24937.19921875;24925.279296875;24928.880859375;0
2026-01-27 12:05:00;24928.119140625;24934.869140625;24928.119140625;24930.439453125;0
2026-01-27 12:10:00;24930.439453125;24937.509765625;24930.08984375;24934.830078125;0
2026-01-27 12:15:00;24934.830078125;24934.890625;24924.119140625;24926.900390625;0
2026-01-27 12:20:00;24926.900390625;24927.400390625;24919.650390625;24921.33984375;0
2026-01-27 12:25:00;24921.33984375;24921.939453125;24903.580078125;24915.689453125;0
2026-01-27 12:30:00;24915.58984375;24922.509765625;24913.01953125;24921.029296875;0
2026-01-27 12:35:00;24921.029296875;24934.640625;24920.189453125;24932.970703125;0
2026-01-27 12:40:00;24930.060546875;24936.66015625;24929.640625;24936.66015625;0
2026-01-27 12:45:00;24936.66015625;24936.66015625;24924.01953125;24925.890625;0
2026-01-27 12:50:00;24925.779296875;24928.109375;24918.359375;24928.109375;0
2026-01-27 12:55:00;24928.109375;24931.060546875;24919.029296875;24929.580078125;0
2026-01-27 13:00:00;24929.580078125;24951.220703125;24929.580078125;24951.1796875;0
2026-01-27 13:05:00;24951.529296875;24956.83984375;24950.44921875;24954.80078125;0
2026-01-27 13:10:00;24954.6796875;24954.6796875;24935.359375;24938.349609375;0
2026-01-27 13:15:00;24938.189453125;24938.189453125;24919.400390625;24927.689453125;0
2026-01-27 13:20:00;24927.580078125;24933.970703125;24927.48046875;24932.4609375;0
2026-01-27 13:25:00;24932.150390625;24932.150390625;24918.689453125;24918.689453125;0
2026-01-27 13:30:00;24918.259765625;24923.9296875;24916.630859375;24923.609375;0
2026-01-27 13:35:00;24923.609375;24926.150390625;24916.890625;24918.30078125;0
2026-01-27 13:40:00;24918.30078125;24920.509765625;24905.0390625;24905.66015625;0
2026-01-27 13:45:00;24905.66015625;24916.330078125;24901.7890625;24902.830078125;0
2026-01-27 13:50:00;24902.830078125;24916.779296875;24901.0390625;24914.41015625;0
2026-01-27 13:55:00;24914.509765625;24915.7890625;24907.75;24914.94921875;0
2026-01-27 14:00:00;24914.109375;24922.5;24909.5703125;24918.5703125;0
2026-01-27 14:05:00;24918.5703125;24927.220703125;24915.51953125;24923.2109375;0
2026-01-27 14:10:00;24923.7109375;24928.48046875;24916.5390625;24922.470703125;0
2026-01-27 14:15:00;24922.9609375;24924.0390625;24913.4296875;24921.859375;0
2026-01-27 14:20:00;24922.19921875;24928.380859375;24918.439453125;24928.380859375;0
2026-01-27 14:25:00;24928.380859375;24932.30078125;24924.150390625;24930.599609375;0
2026-01-27 14:30:00;24931.109375;24942.5390625;24931.109375;24941.75;0
2026-01-27 14:35:00;24942.1796875;24954.169921875;24928.05078125;24928.650390625;0
2026-01-27 14:40:00;24927.7890625;24952.130859375;24927.76953125;24940.509765625;0
2026-01-27 14:45:00;24940.23046875;24944.869140625;24929.7890625;24936.05078125;0
2026-01-27 14:50:00;24936.05078125;24947.419921875;24927.58984375;24943.66015625;0
2026-01-27 14:55:00;24943.66015625;24947.58984375;24914;24916.5390625;0
2026-01-27 15:00:00;24915.73046875;24916.599609375;24894.919921875;24903.51953125;0
2026-01-27 15:05:00;24904.0703125;24913.0390625;24893.890625;24913.0390625;0
2026-01-27 15:10:00;24913.0390625;24922.259765625;24908.529296875;24909.529296875;0
2026-01-27 15:15:00;24909.720703125;24910.650390625;24899.779296875;24903.849609375;0
2026-01-27 15:20:00;24903.369140625;24908.130859375;24878.19921875;24881.76953125;0
2026-01-27 15:25:00;24882.650390625;24883.740234375;24848.529296875;24854.0703125;0
2026-01-27 15:30:00;24853.759765625;24878.029296875;24851.970703125;24876.080078125;0
2026-01-27 15:35:00;24878.91015625;24888.140625;24875.099609375;24888.140625;0
2026-01-27 15:40:00;24888.140625;24903.83984375;24884.51953125;24902.16015625;0
2026-01-27 15:45:00;24902.08984375;24902.08984375;24889.259765625;24892.080078125;0
2026-01-27 15:50:00;24892.44921875;24901.7890625;24885.5703125;24901.439453125;0
2026-01-27 15:55:00;24901.439453125;24913.6796875;24900.7109375;24907.69921875;0
2026-01-27 16:00:00;24907.880859375;24915.9296875;24899.330078125;24906.630859375;0
2026-01-27 16:05:00;24906.30078125;24916.30078125;24903.5;24910.94921875;0
2026-01-27 16:10:00;24910.94921875;24931.150390625;24910.94921875;24930.419921875;0
2026-01-27 16:15:00;24930.419921875;24932.7109375;24918.94921875;24923.779296875;0
2026-01-27 16:20:00;24923.779296875;24925.08984375;24915.720703125;24918.279296875;0
2026-01-27 16:25:00;24918.26953125;24918.26953125;24905.41015625;24906.6796875;0
2026-03-03 16:30:00;23790.650390625;23790.650390625;23790.650390625;23790.650390625;0
