datetime;open;high;low;close
2023-06-02 01:00:00;1975.87000;1983.43994;1974.099976;1979.80005
2023-06-02 05:00:00;1979.81995;1982.010010;1975.13000;1979.13000
2023-06-02 09:00:00;1979.26001;1981.23999;1968.78003;1971.069946
2023-06-02 13:00:00;1971.15002;1976.68994;1952.31995;1952.33997
2023-06-02 17:00:00;1952.39001;1953.76001;1947.70996;1948.45996
2023-06-04 21:00:00;1947.44995;1950.23999;1945.76001;1946.51001
2023-06-05 01:00:00;1946.60999;1948.40002;1944.040039;1946.16003
2023-06-05 05:00:00;1946.010010;1946.68005;1938.62000;1942.39001
2023-06-05 09:00:00;1942.40002;1946.060059;1938.16003;1943.030029
2023-06-05 13:00:00;1942.81995;1961.92004;1942.81995;1958.38000
2023-06-05 17:00:00;1958.32996;1964.099976;1957.38000;1961.89001
2023-06-05 21:00:00;1961.53003;1963.23999;1960.68005;1961.14001
2023-06-06 01:00:00;1961.15002;1964.58997;1959.099976;1961.26001
2023-06-06 05:00:00;1961.34998;1962.80005;1956.89001;1960.29004
2023-06-06 09:00:00;1960.29004;1966.32996;1959.92004;1961.93994
2023-06-06 13:00:00;1961.90002;1966.42004;1954.53003;1963.62000
2023-06-06 17:00:00;1963.62000;1966.13000;1962.38000;1963.38000
2023-06-06 21:00:00;1963.65002;1965.18994;1962.83997;1964.93005
2023-06-07 01:00:00;1965.010010;1966.81006;1962.98999;1964.56006
2023-06-07 05:00:00;1964.56995;1965.099976;1955.069946;1961.58997
2023-06-07 09:00:00;1961.69995;1966.43005;1957.31995;1958.67004
2023-06-07 13:00:00;1958.68994;1970.28003;1940.95996;1942.26001
2023-06-07 17:00:00;1942.26001;1946.63000;1939.98999;1940.010010
2023-06-07 21:00:00;1940.030029;1946.35999;1940.010010;1946.26001
2023-06-08 01:00:00;1946.32996;1947.42004;1944.54004;1946.62000
2023-06-08 05:00:00;1946.63000;1949.19995;1942.81995;1948.38000
2023-06-08 09:00:00;1948.34998;1959.98999;1944.96997;1959.33997
2023-06-08 13:00:00;1959.39001;1970.43005;1957.18994;1966.40002
2023-06-08 17:00:00;1966.18005;1966.73999;1961.80005;1965.62000
2023-06-08 21:00:00;1965.90002;1966.43994;1963.39001;1963.40002
2023-06-09 01:00:00;1963.38000;1965.76001;1962.43005;1963.18005
2023-06-09 05:00:00;1963.099976;1966.15002;1960.68005;1962.29004
2023-06-09 09:00:00;1962.19995;1973.099976;1961.71997;1963.010010
2023-06-09 13:00:00;1963.079956;1968.089966;1956.68005;1961.32996
2023-06-09 17:00:00;1961.23999;1962.90002;1959.69995;1960.96997
2023-06-11 21:00:00;1959.80005;1960.62000;1958.040039;1958.45996
2023-06-12 01:00:00;1958.55005;1959.62000;1954.35999;1957.089966
2023-06-12 05:00:00;1957.040039;1965.48999;1956.65002;1964.93994
2023-06-12 09:00:00;1964.91003;1967.060059;1961.13000;1962.95996
2023-06-12 13:00:00;1962.88000;1964.12000;1949.33997;1954.23999
2023-06-12 17:00:00;1954.23999;1958.78003;1953.26001;1957.55005
2023-06-12 21:00:00;1957.34998;1961.030029;1956.94995;1958.010010
2023-06-13 01:00:00;1958.010010;1962.26001;1955.98999;1961.010010
2023-06-13 05:00:00;1960.98999;1965.43005;1958.34998;1964.31006
2023-06-13 09:00:00;1964.34998;1970.68994;1951.31995;1961.31995
2023-06-13 13:00:00;1961.38000;1965.94995;1942.13000;1945.030029
2023-06-13 17:00:00;1945.040039;1946.69995;1940.12000;1943.59998
2023-06-13 21:00:00;1943.44995;1945.73999;1942.27002;1944.55005
