datetime;open;high;low;close
2025-08-28 00:00:00;3387.82;3389.47;3387.11;3387.14
2025-08-28 00:15:00;3387.15;3388.99;3387.15;3388.99
2025-08-28 00:30:00;3388.99;3389.01;3387.5;3389.01
2025-08-28 00:45:00;3389;3390;3384.65;3384.65
2025-08-28 01:00:00;3384.65;3385;3382.99;3383.17
2025-08-28 01:15:00;3383.16;3389.92;3380.93;3383.57
2025-08-28 01:30:00;3383.58;3389.97;3381.48;3381.83
2025-08-28 01:45:00;3381.83;3381.83;3381.04;3381.59
2025-08-28 02:00:00;3381.6;3382.36;3380.74;3380.76
2025-08-28 02:15:00;3380.76;3381.74;3380.75;3380.97
2025-08-28 02:30:00;3380.97;3382.32;3380.34;3382.32
2025-08-28 02:45:00;3382.4;3385.31;3382.4;3385.31
2025-08-28 03:00:00;3385.31;3385.31;3384.7;3385.1
2025-08-28 03:15:00;3385.11;3385.79;3385.1;3385.76
2025-08-28 03:30:00;3385.76;3385.77;3384.07;3385.32
2025-08-28 03:45:00;3385.32;3385.32;3383.04;3383.67
2025-08-28 04:00:00;3383.67;3383.68;3380;3380.56
2025-08-28 04:15:00;3380.56;3380.93;3378;3380.92
2025-08-28 04:30:00;3380.92;3382.98;3379.11;3381.92
2025-08-28 04:45:00;3381.91;3382.54;3381.7;3381.7
2025-08-28 05:00:00;3381.71;3381.77;3380.87;3381.07
2025-08-28 05:15:00;3381.06;3382.69;3381.06;3382.69
2025-08-28 05:30:00;3382.69;3383.09;3380.64;3380.64
2025-08-28 05:45:00;3380.65;3383.06;3380.64;3382.67
2025-08-28 06:00:00;3382.67;3384.6;3382.32;3382.95
2025-08-28 06:15:00;3382.95;3384.46;3382.4;3383.98
2025-08-28 06:30:00;3383.84;3387.12;3383.7;3387.12
2025-08-28 06:45:00;3387.12;3388.98;3386.9;3388.06
2025-08-28 07:00:00;3388.05;3389.04;3387.18;3389.04
2025-08-28 07:15:00;3389.04;3389.55;3388.8;3388.81
2025-08-28 07:30:00;3388.81;3390;3388.8;3389.68
2025-08-28 07:45:00;3389.73;3390.83;3389.57;3390.62
2025-08-28 08:00:00;3390.62;3390.62;3388.6;3389.41
2025-08-28 08:15:00;3389.42;3391.57;3388.78;3391.25
2025-08-28 08:30:00;3391.25;3394.66;3391.25;3394.53
2025-08-28 08:45:00;3394.51;3397.51;3394.51;3396.35
2025-08-28 09:00:00;3396.35;3396.69;3395.45;3395.5
2025-08-28 09:15:00;3395.7;3397.82;3395.7;3396.16
2025-08-28 09:30:00;3396.15;3397.43;3396;3397.42
2025-08-28 09:45:00;3397.42;3397.43;3395.74;3395.77
2025-08-28 10:00:00;3395.74;3396.48;3390.97;3392.12
2025-08-28 10:15:00;3392.12;3392.81;3391.59;3392.07
2025-08-28 10:30:00;3392.07;3393.48;3390.96;3391.56
2025-08-28 10:45:00;3392.09;3393.58;3392.09;3392.31
2025-08-28 11:00:00;3392.32;3394.35;3392.32;3393
