datetime;open;high;low;close
2021-01-03 20:00:00;1904.23999;1915.069946;1904.23999;1913.33997
2021-01-04 00:00:00;1913.16003;1925.34998;1910.060059;1923.23999
2021-01-04 04:00:00;1923.35999;1925.62000;1919.12000;1924.89001
2021-01-04 08:00:00;1925.099976;1936.57996;1924.78003;1933.63000
2021-01-04 12:00:00;1933.42004;1944.53003;1929.41003;1943.069946
2021-01-04 16:00:00;1943.33997;1943.77002;1932.82996;1942.59998
2021-01-04 20:00:00;1942.54004;1945.68005;1940.55005;1941.83997
2021-01-05 00:00:00;1941.70996;1944.040039;1934.46997;1941.18005
2021-01-05 04:00:00;1941.19995;1944.020020;1936.78003;1939.81006
2021-01-05 08:00:00;1939.93005;1950.33997;1939.56006;1950.010010
2021-01-05 12:00:00;1949.98999;1952.68005;1939.28003;1943.62000
2021-01-05 16:00:00;1943.59998;1953;1942.91003;1951.37000
2021-01-05 20:00:00;1951.25;1953.25;1947.78003;1950.39001
2021-01-06 00:00:00;1950.44995;1955.34998;1942.21997;1942.26001
2021-01-06 04:00:00;1942.010010;1949.51001;1941.44995;1947.98999
2021-01-06 08:00:00;1947.91003;1959.43005;1945.58997;1945.58997
2021-01-06 12:00:00;1945.020020;1948.64001;1904.46997;1909.85999
2021-01-06 16:00:00;1909.96997;1921.39001;1901.030029;1918.53003
2021-01-06 20:00:00;1918.44995;1924.51001;1915.46997;1924.33997
2021-01-07 00:00:00;1924.13000;1924.69995;1914.85999;1918.079956
2021-01-07 04:00:00;1918.089966;1927.73999;1916.17004;1920.87000
2021-01-07 08:00:00;1920.85999;1922.60999;1909.12000;1918.48999
2021-01-07 12:00:00;1918.58997;1919.87000;1907.030029;1913.84998
2021-01-07 16:00:00;1913.73999;1917.93005;1909.18994;1917.15002
2021-01-07 20:00:00;1917.18994;1918.16003;1912.80005;1916.73999
2021-01-08 00:00:00;1916.67004;1916.79004;1908.71997;1910.68994
2021-01-08 04:00:00;1910.70996;1911.72998;1904.48999;1904.95996
2021-01-08 08:00:00;1904.60999;1904.75;1878.93994;1894.16003
2021-01-08 12:00:00;1894.18005;1894.60999;1849.96997;1862.87000
2021-01-08 16:00:00;1862.93994;1865.60999;1828.57996;1846.62000
2021-01-08 20:00:00;1846.62000;1850.10999;1844.55005;1849.43994
2021-01-10 20:00:00;1848.71997;1856.78003;1841.71997;1844.81995
2021-01-11 00:00:00;1844.78003;1849.55005;1817.079956;1830.94995
2021-01-11 04:00:00;1830.80005;1850.28003;1827.18994;1846.28003
2021-01-11 08:00:00;1846.26001;1855.48999;1846.26001;1849.43005
2021-01-11 12:00:00;1849.17004;1850.46997;1829.43005;1849.089966
2021-01-11 16:00:00;1849.030029;1851.69995;1844.69995;1846.93005
2021-01-11 20:00:00;1846.93005;1848.59998;1843.28003;1847.34998
2021-01-12 00:00:00;1847.21997;1851.94995;1841.51001;1849.89001
2021-01-12 04:00:00;1849.80005;1861.78003;1848.80005;1859.52002
2021-01-12 08:00:00;1859.31006;1863.62000;1853.92004;1860.19995
2021-01-12 12:00:00;1860.51001;1861.55005;1837.66003;1841.88000
2021-01-12 16:00:00;1841.70996;1857.40002;1837.84998;1854.31995
2021-01-12 20:00:00;1854.12000;1858.96997;1852.56006;1858.90002
2021-01-13 00:00:00;1858.68994;1862.98999;1854.73999;1859.37000
2021-01-13 04:00:00;1859.32996;1862.83997;1857.28003;1857.60999
2021-01-13 08:00:00;1856.64001;1858.19995;1849.56006;1852.66003
2021-01-13 12:00:00;1852.55005;1861.20996;1849.80005;1858.099976
2021-01-13 16:00:00;1858.27002;1859.76001;1852.90002;1853.57996
2021-01-13 20:00:00;1853.52002;1854.18005;1842.33997;1848.43005
2021-01-14 00:00:00;1848.39001;1852.29004;1829.98999;1839.26001
2021-01-14 04:00:00;1839.28003;1846.95996;1836.32996;1842.32996
2021-01-14 08:00:00;1842.31995;1845.30005;1836.95996;1842.45996
2021-01-14 12:00:00;1842.45996;1852.060059;1837.69995;1847.91003
2021-01-14 16:00:00;1847.94995;1857.42004;1843.89001;1844.42004
