datetime;open;high;low;close
2023-01-05 00:00:00;1854.93005;1855.030029;1854.030029;1854.31995
2023-01-05 00:15:00;1854.28003;1856.45996;1854.28003;1856.23999
2023-01-05 00:30:00;1856.23999;1856.26001;1854.53003;1854.68005
2023-01-05 00:45:00;1854.70996;1856.15002;1854.63000;1855.23999
2023-01-05 01:00:00;1855.18005;1857.21997;1855.17004;1856.089966
2023-01-05 01:15:00;1856.050049;1858.18005;1855.64001;1857.54004
2023-01-05 01:30:00;1857.51001;1858.069946;1856.57996;1857.48999
2023-01-05 01:45:00;1857.51001;1859.040039;1857.51001;1858.93994
2023-01-05 02:00:00;1858.89001;1858.89001;1854.82996;1855.31006
2023-01-05 02:15:00;1855.31006;1855.76001;1853.65002;1853.90002
2023-01-05 02:30:00;1853.88000;1855.43005;1853.88000;1855.19995
2023-01-05 02:45:00;1855.30005;1857.010010;1854.89001;1856.98999
2023-01-05 03:00:00;1856.93005;1857.010010;1855.26001;1855.26001
2023-01-05 03:15:00;1855.40002;1855.67004;1854.56995;1854.65002
2023-01-05 03:30:00;1854.88000;1856.51001;1854.76001;1855.76001
2023-01-05 03:45:00;1855.76001;1856.050049;1853.35999;1853.38000
2023-01-05 04:00:00;1853.33997;1853.56995;1851.099976;1851.099976
2023-01-05 04:15:00;1851.12000;1851.73999;1851;1851.62000
2023-01-05 04:30:00;1851.71997;1851.71997;1850.43994;1851.62000
2023-01-05 04:45:00;1851.51001;1852.15002;1851.17004;1852.060059
2023-01-05 05:00:00;1852.20996;1852.79004;1851.48999;1852.59998
2023-01-05 05:15:00;1852.54004;1852.54004;1850.87000;1851.069946
2023-01-05 05:30:00;1851.30005;1853.45996;1850.65002;1852.85999
2023-01-05 05:45:00;1852.84998;1852.96997;1852.040039;1852.65002
2023-01-05 06:00:00;1852.70996;1855.43994;1852.35999;1855.34998
2023-01-05 06:15:00;1855.34998;1855.76001;1853.88000;1854.18994
2023-01-05 06:30:00;1854.10999;1854.18005;1853.23999;1853.27002
2023-01-05 06:45:00;1853.26001;1853.43005;1850.76001;1850.84998
2023-01-05 07:00:00;1850.81995;1853.38000;1850.56006;1853.32996
2023-01-05 07:15:00;1853.26001;1854.53003;1852.82996;1854.23999
2023-01-05 07:30:00;1854.21997;1855.18994;1852.41003;1852.45996
2023-01-05 07:45:00;1852.42004;1852.48999;1848.010010;1849.41003
2023-01-05 08:00:00;1849.73999;1850.31995;1845.17004;1847.089966
2023-01-05 08:15:00;1847.14001;1849.030029;1845.23999;1848.13000
2023-01-05 08:30:00;1847.98999;1848.26001;1844.73999;1844.94995
2023-01-05 08:45:00;1844.92004;1847.069946;1843.89001;1846.43005
2023-01-05 09:00:00;1846.43994;1847.76001;1844.84998;1847.76001
2023-01-05 09:15:00;1847.69995;1849.55005;1847.63000;1849.079956
2023-01-05 09:30:00;1849.060059;1850.60999;1849.060059;1849.30005
2023-01-05 09:45:00;1849.21997;1850.14001;1847.42004;1848.53003
2023-01-05 10:00:00;1848.78003;1849.58997;1847.60999;1848.56006
2023-01-05 10:15:00;1848.53003;1851.12000;1848.46997;1848.92004
2023-01-05 10:30:00;1849.010010;1851.16003;1848.12000;1850.26001
2023-01-05 10:45:00;1850.18994;1850.21997;1848.48999;1849.079956
2023-01-05 11:00:00;1849.17004;1850.17004;1847.60999;1849.93994
2023-01-05 11:15:00;1849.96997;1850.89001;1848.29004;1848.31006
2023-01-05 11:30:00;1848.34998;1848.37000;1846.21997;1846.39001
2023-01-05 11:45:00;1846.40002;1848.23999;1846.28003;1846.37000
2023-01-05 12:00:00;1846.33997;1847.18994;1845.34998;1847.18005
2023-01-05 12:15:00;1847.12000;1848.90002;1846.069946;1848.069946
