datetime;open;high;low;close
2026-02-05 01:00:00;5006.83927;5009.30874;5006.68104;5008.61717
2026-02-05 01:01:00;5009.54741;5009.54741;4995.97348;5001.53935
2026-02-05 01:02:00;5001.76874;5001.76874;4994.64777;4996.04977
2026-02-05 01:03:00;4996.22292;4999.18912;4996.03138;4997.78704
2026-02-05 01:04:00;4997.92381;5000.10921;4997.77086;4999.04427
2026-02-05 01:05:00;4999.04612;5001.03903;4999.04612;5001.03903
2026-02-05 01:06:00;5002.01691;5002.01691;4990.91609;4996.24597
2026-02-05 01:07:00;4995.63251;4999.38195;4995.63251;4999.38195
2026-02-05 01:08:00;4998.92164;5002.89921;4998.92164;5002.89921
2026-02-05 01:09:00;5002.50073;5002.86205;5001.40498;5001.40498
2026-02-05 01:10:00;5001.36142;5001.44484;4996.20429;4996.33802
2026-02-05 01:11:00;4995.96731;4996.3031;4994.30389;4994.30389
2026-02-05 01:12:00;4994.36678;4994.36678;4982.60952;4983.13949
2026-02-05 01:13:00;4983.32717;4983.32717;4978.71569;4979.59724
2026-02-05 01:14:00;4979.23581;4979.58786;4977.04695;4977.04695
2026-02-05 01:15:00;4977.68616;4977.68616;4959.89767;4963.69604
2026-02-05 01:16:00;4961.46746;4963.66008;4952.37802;4952.37802
2026-02-05 01:17:00;4952.86766;4958.06874;4952.06125;4955.0291
2026-02-05 01:18:00;4955.52075;4961.19826;4955.01956;4958.65478
2026-02-05 01:19:00;4960.04252;4960.04252;4943.19989;4950.62031
2026-02-05 01:20:00;4950.60691;4950.65039;4949.52118;4949.52118
2026-02-05 01:21:00;4949.07889;4949.51468;4946.53362;4946.53362
2026-02-05 01:22:00;4946.64007;4949.73664;4946.55032;4948.97935
2026-02-05 01:23:00;4949.79091;4957.45329;4948.59772;4953.04223
2026-02-05 01:24:00;4953.08758;4953.15339;4952.37254;4952.67708
2026-02-05 01:25:00;4951.44555;4952.64612;4945.90755;4945.90755
2026-02-05 01:26:00;4945.58437;4945.90572;4943.74354;4943.74354
2026-02-05 01:27:00;4945.23319;4960.46473;4943.71822;4952.43987
2026-02-05 01:28:00;4952.78249;4956.17096;4952.40877;4954.27123
2026-02-05 01:29:00;4954.38827;4954.38827;4952.79617;4953.26918
2026-02-05 01:30:00;4954.71884;4968.19827;4952.59412;4960.46762
2026-02-05 01:31:00;4959.71955;4965.45757;4959.71955;4965.45757
2026-02-05 01:32:00;4965.43282;4967.8262;4965.43282;4967.8262
