datetime;open;high;low;close
2026-01-22 00:00:00;4780.61764;4793.32021;4780.61764;4790.17875
2026-01-22 00:15:00;4790.26208;4790.26208;4780.36772;4783.08757
2026-01-22 00:30:00;4783.17713;4795.12496;4781.54539;4793.80843
2026-01-22 00:45:00;4793.73097;4798.69278;4788.10451;4797.15124
2026-01-22 01:00:00;4797.53852;4797.53852;4775.24505;4787.54153
2026-01-22 01:15:00;4787.6279;4807.90878;4787.56211;4798.42763
2026-01-22 01:30:00;4798.23552;4803.88246;4794.61503;4803.31945
2026-01-22 01:45:00;4803.30127;4804.62805;4798.25622;4799.85812
2026-01-22 02:00:00;4799.81677;4799.89343;4788.90742;4793.40647
2026-01-22 02:15:00;4793.27489;4795.00679;4788.03874;4788.03874
2026-01-22 02:30:00;4788.2738;4788.2738;4778.09141;4781.96706
2026-01-22 02:45:00;4781.79424;4793.28914;4781.45211;4791.38168
2026-01-22 03:00:00;4791.74812;4791.74812;4783.05015;4788.49745
2026-01-22 03:15:00;4788.43712;4796.74695;4785.94528;4793.27062
2026-01-22 03:30:00;4793.25745;4794.61678;4791.11069;4791.20246
2026-01-22 03:45:00;4791.10687;4797.10758;4791.10687;4796.12036
2026-01-22 04:00:00;4795.93352;4800.37251;4795.93352;4798.00478
2026-01-22 04:15:00;4798.07608;4799.56687;4795.07959;4795.21561
2026-01-22 04:30:00;4795.20266;4798.55077;4794.13711;4796.26517
2026-01-22 04:45:00;4796.0509;4798.02874;4793.64429;4797.24429
2026-01-22 05:00:00;4797.23769;4802.50717;4795.1643;4799.64268
2026-01-22 05:15:00;4799.66084;4799.66975;4795.27637;4795.84335
2026-01-22 05:30:00;4796.02546;4801.99671;4795.67686;4801.09464
2026-01-22 05:45:00;4801.16258;4820.60347;4801.11689;4819.81349
2026-01-22 06:00:00;4819.41607;4824.04004;4816.19848;4817.25546
2026-01-22 06:15:00;4817.41534;4828.9704;4817.22603;4826.56369
2026-01-22 06:30:00;4826.49527;4827.55606;4823.4695;4824.6729
2026-01-22 06:45:00;4824.56866;4826.37214;4822.41573;4826.37214
2026-01-22 07:00:00;4826.41753;4834.66092;4825.92396;4832.55779
2026-01-22 07:15:00;4832.39253;4837.92825;4831.0123;4836.54455
2026-01-22 07:30:00;4836.50096;4837.80359;4832.20918;4833.38903
2026-01-22 07:45:00;4833.34387;4835.0925;4831.74187;4833.94215
2026-01-22 08:00:00;4833.58747;4835.74151;4825.57069;4828.18563
2026-01-22 08:15:00;4828.08301;4830.12684;4826.25175;4827.26601
2026-01-22 08:30:00;4827.21191;4828.10462;4822.02558;4828.08271
2026-01-22 08:45:00;4827.86468;4833.32592;4826.77828;4831.28856
2026-01-22 09:00:00;4831.24248;4837.02706;4830.16651;4833.73981
2026-01-22 09:15:00;4833.70113;4833.8174;4829.19849;4829.68753
2026-01-22 09:30:00;4829.77873;4831.26317;4815.16206;4815.38264
2026-01-22 09:45:00;4815.36627;4823.24028;4815.36627;4822.916
2026-01-22 10:00:00;4822.70687;4824.7074;4818.75122;4823.16593
2026-01-22 10:15:00;4823.3349;4827.70728;4822.48017;4827.2057
2026-01-22 10:30:00;4827.23878;4828.703;4824.61866;4827.92981
2026-01-22 10:45:00;4827.96638;4831.18794;4827.89411;4829.00142
2026-01-22 11:00:00;4829.01107;4831.25371;4826.43072;4826.75258
2026-01-22 11:15:00;4826.56121;4829.4163;4824.24577;4828.26255
2026-01-22 11:30:00;4828.2359;4831.37827;4826.45432;4830.92631
2026-01-22 11:45:00;4830.90892;4836.01921;4830.90892;4832.39065
2026-01-22 12:00:00;4832.49187;4832.49187;4823.92657;4825.77662
2026-01-22 12:15:00;4825.73349;4831.90394;4825.48556;4831.4184
2026-01-22 12:30:00;4831.40579;4832.55442;4828.8801;4830.07875
2026-01-22 12:45:00;4829.85197;4830.04329;4818.76347;4820.52423
2026-01-22 13:00:00;4820.75989;4826.69388;4817.34343;4826.69388
2026-01-22 13:15:00;4826.71779;4835.03851;4826.70411;4828.64043
2026-01-22 13:30:00;4828.187;4828.6341;4809.25849;4814.23209
2026-01-22 13:45:00;4814.15789;4821.82421;4812.60799;4821.6242
2026-01-22 14:00:00;4821.32062;4825.13499;4820.33856;4822.63842
2026-01-22 14:15:00;4823.03195;4829.68762;4822.61371;4829.68762
2026-01-22 14:30:00;4829.74388;4845.08318;4829.6497;4843.82298
2026-01-22 14:45:00;4843.5829;4845.48283;4837.66303;4838.76984
2026-01-22 15:00:00;4838.47332;4839.77955;4832.2787;4839.58922
2026-01-22 15:15:00;4839.4311;4855.81521;4837.89322;4854.05468
2026-01-22 15:30:00;4854.07505;4865.13301;4854.07146;4862.99724
2026-01-22 15:45:00;4863.00451;4872.83234;4862.30654;4869.58509
2026-01-22 16:00:00;4870.01339;4875.58;4868.58218;4874.00968
2026-01-22 16:15:00;4873.94409;4879.23256;4872.43467;4878.01977
2026-01-22 16:30:00;4877.72439;4883.75923;4873.69053;4880.93131
2026-01-22 16:45:00;4880.82045;4883.41398;4872.32159;4878.24128
2026-01-22 17:00:00;4878.2069;4883.94759;4869.66302;4880.25223
2026-01-22 17:15:00;4880.36145;4892.46928;4877.30315;4891.10655
2026-01-22 17:30:00;4891.06199;4897.99708;4890.37753;4897.81269
2026-01-22 17:45:00;4897.76718;4905.7844;4897.76718;4904.41121
2026-01-22 18:00:00;4904.25047;4914.43873;4903.0284;4911.31268
2026-01-22 18:15:00;4910.82019;4913.04545;4906.22349;4910.51355
2026-01-22 18:30:00;4910.55278;4914.87403;4908.65402;4912.84073
2026-01-22 18:45:00;4912.87923;4917.59864;4911.51793;4916.51546
2026-01-22 19:00:00;4916.64617;4923.1665;4916.26828;4923.10049
2026-01-22 19:15:00;4923.12057;4923.18891;4910.43156;4912.81253
2026-01-22 19:30:00;4912.16508;4917.81413;4912.16508;4914.80096
